Period,#,Cum. net profit,Net profit,Gross profit,Gross loss,Commission,Cum. max. drawdown,Max. drawdown,% Win,Avg. trade,Avg. winner,Avg. loser,Lrg. winner,Lrg. loser,MTR,Avg. MAE,Avg. MFE,Avg. ETD,% Trade,
2026-04-06 5:59 AM,105,$5395.00,$190.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$25.00,$295.00,$105.00,n/a,
2026-04-06 7:08 AM,106,$5700.00,$305.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$35.00,$305.00,$0.00,n/a,
2026-04-06 8:26 PM,107,$5960.00,$260.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$60.00,$310.00,$50.00,n/a,
2026-04-06 9:26 PM,108,$5840.00,-$120.00,n/a,n/a,$0.00,-$120.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$95.00,$215.00,n/a,
2026-04-07 12:55 AM,109,$6410.00,$570.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$570.00,$0.00,n/a,
2026-04-07 1:24 AM,110,$6715.00,$305.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$305.00,$0.00,n/a,
2026-04-07 5:43 AM,111,$7050.00,$335.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$360.00,$25.00,n/a,
2026-04-07 9:54 PM,112,$7350.00,$300.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.00,$505.00,$205.00,n/a,
2026-04-08 1:07 AM,113,$7630.00,$280.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$95.00,$340.00,$60.00,n/a,
2026-04-08 1:30 AM,114,$7995.00,$365.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$420.00,$55.00,n/a,
2026-04-08 1:50 AM,115,$8345.00,$350.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$80.00,$350.00,$0.00,n/a,
2026-04-08 8:42 PM,116,$8245.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$30.00,$130.00,n/a,
2026-04-08 9:49 PM,117,$8125.00,-$120.00,n/a,n/a,$0.00,-$220.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$60.00,$180.00,n/a,
2026-04-09 6:44 PM,118,$8315.00,$190.00,n/a,n/a,$0.00,-$30.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$30.00,$235.00,$45.00,n/a,
2026-04-09 7:44 PM,119,$8440.00,$125.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$60.00,$210.00,$85.00,n/a,
2026-04-09 8:12 PM,120,$8740.00,$300.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$90.00,$300.00,$0.00,n/a,
2026-04-09 8:58 PM,121,$8615.00,-$125.00,n/a,n/a,$0.00,-$125.00,-$125.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$125.00,$0.00,$125.00,n/a,
2026-04-09 10:04 PM,122,$8925.00,$310.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$30.00,$310.00,$0.00,n/a,
2026-04-10 1:00 AM,123,$9025.00,$100.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$65.00,$250.00,$150.00,n/a,
2026-04-10 1:04 AM,124,$8925.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$25.00,$125.00,n/a,
2026-04-10 1:30 AM,125,$8825.00,-$100.00,n/a,n/a,$0.00,-$200.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$55.00,$155.00,n/a,
2026-04-12 9:15 PM,126,$8705.00,-$120.00,n/a,n/a,$0.00,-$320.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$30.00,$150.00,n/a,
2026-04-12 11:26 PM,127,$8595.00,-$110.00,n/a,n/a,$0.00,-$430.00,-$110.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$110.00,$75.00,$185.00,n/a,
2026-04-13 8:20 PM,128,$8750.00,$155.00,n/a,n/a,$0.00,-$275.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$185.00,$30.00,n/a,
2026-04-13 8:26 PM,129,$8650.00,-$100.00,n/a,n/a,$0.00,-$375.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$25.00,$125.00,n/a,
2026-04-13 8:40 PM,130,$8550.00,-$100.00,n/a,n/a,$0.00,-$475.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$55.00,$155.00,n/a,
2026-04-13 9:50 PM,131,$8850.00,$300.00,n/a,n/a,$0.00,-$175.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$80.00,$300.00,$0.00,n/a,
2026-04-13 11:44 PM,132,$9065.00,$215.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$265.00,$50.00,n/a,
2026-04-14 12:38 AM,133,$8965.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$20.00,$120.00,n/a,
2026-04-14 1:41 AM,134,$8840.00,-$125.00,n/a,n/a,$0.00,-$225.00,-$125.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$125.00,$5.00,$130.00,n/a,
2026-04-14 8:13 PM,135,$9095.00,$255.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$105.00,$350.00,$95.00,n/a,
2026-04-14 10:38 PM,136,$8970.00,-$125.00,n/a,n/a,$0.00,-$125.00,-$125.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$125.00,$65.00,$190.00,n/a,
2026-04-15 12:10 AM,137,$8870.00,-$100.00,n/a,n/a,$0.00,-$225.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$35.00,$135.00,n/a,
2026-04-15 8:53 PM,138,$9095.00,$225.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$30.00,$275.00,$50.00,n/a,
2026-04-16 6:45 AM,139,$8970.00,-$125.00,n/a,n/a,$0.00,-$125.00,-$125.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$125.00,$0.00,$125.00,n/a,
2026-04-16 7:17 AM,140,$8995.00,$25.00,n/a,n/a,$0.00,-$100.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$15.00,$40.00,$15.00,n/a,
2026-04-16 7:14 PM,141,$8895.00,-$100.00,n/a,n/a,$0.00,-$200.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$45.00,$145.00,n/a,
2026-04-16 8:05 PM,142,$9205.00,$310.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$60.00,$310.00,$0.00,n/a,
2026-04-16 9:09 PM,143,$9510.00,$305.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$45.00,$305.00,$0.00,n/a,
2026-04-16 11:27 PM,144,$9410.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$5.00,$105.00,n/a,
2026-04-17 1:59 AM,145,$9310.00,-$100.00,n/a,n/a,$0.00,-$200.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$175.00,$275.00,n/a,
2026-04-19 10:34 PM,146,$9210.00,-$100.00,n/a,n/a,$0.00,-$300.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$115.00,$215.00,n/a,
2026-04-19 11:50 PM,147,$9470.00,$260.00,n/a,n/a,$0.00,-$40.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$50.00,$310.00,$50.00,n/a,
2026-04-20 1:54 AM,148,$9350.00,-$120.00,n/a,n/a,$0.00,-$160.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$20.00,$140.00,n/a,
2026-04-20 8:38 PM,149,$9250.00,-$100.00,n/a,n/a,$0.00,-$260.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$5.00,$105.00,n/a,
2026-04-20 9:02 PM,150,$9145.00,-$105.00,n/a,n/a,$0.00,-$365.00,-$105.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$105.00,$225.00,$330.00,n/a,
2026-04-21 8:44 PM,151,$9045.00,-$100.00,n/a,n/a,$0.00,-$465.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$50.00,$150.00,n/a,
2026-04-21 11:04 PM,152,$8925.00,-$120.00,n/a,n/a,$0.00,-$585.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$0.00,$120.00,n/a,
2026-04-22 8:09 PM,153,$9225.00,$300.00,n/a,n/a,$0.00,-$285.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$25.00,$300.00,$0.00,n/a,
2026-04-22 8:52 PM,154,$9530.00,$305.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$90.00,$305.00,$0.00,n/a,
2026-04-22 9:51 PM,155,$9830.00,$300.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$50.00,$300.00,$0.00,n/a,
2026-04-22 10:01 PM,156,$10130.00,$300.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.00,$300.00,$0.00,n/a,
2026-04-22 10:10 PM,157,$10230.00,$100.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$55.00,$195.00,$95.00,n/a,
2026-04-23 8:04 PM,158,$10100.00,-$130.00,n/a,n/a,$0.00,-$130.00,-$130.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$130.00,$0.00,$130.00,n/a,
2026-04-23 8:24 PM,159,$10000.00,-$100.00,n/a,n/a,$0.00,-$230.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$90.00,$190.00,n/a,
2026-04-26 8:27 PM,160,$9890.00,-$110.00,n/a,n/a,$0.00,-$340.00,-$110.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$110.00,$0.00,$110.00,n/a,
2026-04-26 9:47 PM,161,$9790.00,-$100.00,n/a,n/a,$0.00,-$440.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$125.00,$225.00,n/a,
2026-04-27 8:40 PM,162,$9945.00,$155.00,n/a,n/a,$0.00,-$285.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$20.00,$225.00,$70.00,n/a,
2026-04-27 8:57 PM,163,$9845.00,-$100.00,n/a,n/a,$0.00,-$385.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$45.00,$145.00,n/a,
2026-04-27 9:15 PM,164,$9745.00,-$100.00,n/a,n/a,$0.00,-$485.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$90.00,$190.00,n/a,
2026-04-27 9:47 PM,165,$10070.00,$325.00,n/a,n/a,$0.00,-$160.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.00,$380.00,$55.00,n/a,
2026-04-27 10:12 PM,166,$9950.00,-$120.00,n/a,n/a,$0.00,-$280.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$20.00,$140.00,n/a,
2026-04-28 6:47 AM,167,$10415.00,$465.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$80.00,$550.00,$85.00,n/a,
2026-04-28 9:04 PM,168,$10655.00,$240.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$60.00,$295.00,$55.00,n/a,
2026-04-28 9:24 PM,169,$10965.00,$310.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$45.00,$310.00,$0.00,n/a,
2026-04-28 10:55 PM,170,$10865.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$190.00,$290.00,n/a,
2026-04-29 1:47 AM,171,$11145.00,$280.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$45.00,$345.00,$65.00,n/a,
2026-04-29 5:49 AM,172,$11045.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$165.00,$265.00,n/a,
2026-04-29 6:30 AM,173,$10945.00,-$100.00,n/a,n/a,$0.00,-$200.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$10.00,$110.00,n/a,
2026-04-29 8:03 PM,174,$10825.00,-$120.00,n/a,n/a,$0.00,-$320.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$0.00,$120.00,n/a,
2026-04-29 9:15 PM,175,$11375.00,$550.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$70.00,$550.00,$0.00,n/a,
2026-04-29 10:11 PM,176,$11275.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$65.00,$165.00,n/a,
2026-04-29 10:38 PM,177,$11575.00,$300.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$0.00,$300.00,$0.00,n/a,
2026-04-29 11:10 PM,178,$11765.00,$190.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$15.00,$250.00,$60.00,n/a,
2026-04-29 11:43 PM,179,$12125.00,$360.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$55.00,$415.00,$55.00,n/a,
2026-04-30 1:46 AM,180,$12250.00,$125.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$25.00,$130.00,$5.00,n/a,
2026-04-30 8:21 PM,181,$12150.00,-$100.00,n/a,n/a,$0.00,-$100.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$200.00,$300.00,n/a,
2026-04-30 9:17 PM,182,$12205.00,$55.00,n/a,n/a,$0.00,-$45.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$25.00,$140.00,$85.00,n/a,
2026-04-30 10:16 PM,183,$12585.00,$380.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$80.00,$450.00,$70.00,n/a,
2026-04-30 10:54 PM,184,$12960.00,$375.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$110.00,$425.00,$50.00,n/a,
2026-05-01 12:43 AM,185,$13390.00,$430.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$50.00,$480.00,$50.00,n/a,
2026-05-01 1:56 AM,186,$13525.00,$135.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$90.00,$150.00,$15.00,n/a,
2026-05-03 9:00 PM,187,$13815.00,$290.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.00,$360.00,$70.00,n/a,
2026-05-03 9:07 PM,188,$14365.00,$550.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$20.00,$550.00,$0.00,n/a,
2026-05-03 10:23 PM,189,$14675.00,$310.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$95.00,$310.00,$0.00,n/a,
2026-05-03 11:39 PM,190,$14570.00,-$105.00,n/a,n/a,$0.00,-$105.00,-$105.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$105.00,$120.00,$225.00,n/a,
2026-05-04 12:01 AM,191,$14465.00,-$105.00,n/a,n/a,$0.00,-$210.00,-$105.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$105.00,$80.00,$185.00,n/a,
2026-05-04 8:26 PM,192,$14790.00,$325.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$35.00,$425.00,$100.00,n/a,
2026-05-04 8:27 PM,193,$14670.00,-$120.00,n/a,n/a,$0.00,-$120.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$0.00,$120.00,n/a,
2026-05-04 9:27 PM,194,$14570.00,-$100.00,n/a,n/a,$0.00,-$220.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$130.00,$230.00,n/a,
2026-05-04 9:43 PM,195,$14450.00,-$120.00,n/a,n/a,$0.00,-$340.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$40.00,$160.00,n/a,
2026-05-05 8:18 PM,196,$14350.00,-$100.00,n/a,n/a,$0.00,-$440.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$75.00,$175.00,n/a,
2026-05-06 12:30 AM,197,$14630.00,$280.00,n/a,n/a,$0.00,-$160.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$30.00,$330.00,$50.00,n/a,
2026-05-06 1:06 AM,198,$14530.00,-$100.00,n/a,n/a,$0.00,-$260.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$0.00,$100.00,n/a,
2026-05-06 2:18 AM,199,$14430.00,-$100.00,n/a,n/a,$0.00,-$360.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$140.00,$240.00,n/a,
2026-05-06 8:11 PM,200,$14290.00,-$140.00,n/a,n/a,$0.00,-$500.00,-$140.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$140.00,$0.00,$140.00,n/a,
2026-05-06 9:01 PM,201,$14590.00,$300.00,n/a,n/a,$0.00,-$200.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$95.00,$300.00,$0.00,n/a,
2026-05-06 9:53 PM,202,$14895.00,$305.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$10.00,$305.00,$0.00,n/a,
2026-05-07 12:16 AM,203,$15085.00,$190.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$30.00,$250.00,$60.00,n/a,
2026-05-07 12:36 AM,204,$15080.00,-$5.00,n/a,n/a,$0.00,-$5.00,-$5.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$95.00,$45.00,$50.00,n/a,
2026-05-07 12:40 AM,205,$14980.00,-$100.00,n/a,n/a,$0.00,-$105.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$0.00,$100.00,n/a,
2026-05-07 6:12 AM,206,$15280.00,$300.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$40.00,$300.00,$0.00,n/a,
2026-05-07 8:00 PM,207,$15160.00,-$120.00,n/a,n/a,$0.00,-$120.00,-$120.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$120.00,$45.00,$165.00,n/a,
2026-05-07 9:01 PM,208,$15710.00,$550.00,n/a,n/a,$0.00,$0.00,$0.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$40.00,$550.00,$0.00,n/a,
2026-05-07 9:15 PM,209,$15585.00,-$125.00,n/a,n/a,$0.00,-$125.00,-$125.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$125.00,$5.00,$130.00,n/a,
2026-05-07 9:28 PM,210,$15485.00,-$100.00,n/a,n/a,$0.00,-$225.00,-$100.00,n/a,n/a,n/a,n/a,n/a,n/a,n/a,$100.00,$85.00,$185.00,n/a,
